country,year,macro_region,meso_region,development_level,gdp_per_capita,gdp_volume,hdi,ECI,code,country_population_2018,country_population_2018_level,lat,lon,count,relative_1M_count
malaysia,2009,Asia,South-eastern Asia,Developing economies,30004.0,933277705782.0,0.804,0.9713719999999999,MYS,31528033.0,5-50M,2.3,112.3,127,4.028161224012928
malaysia,2010,Asia,South-eastern Asia,Developing economies,30004.0,933277705782.0,0.804,0.9713719999999999,MYS,31528033.0,5-50M,2.3,112.3,327,10.371722206710453
malaysia,2011,Asia,South-eastern Asia,Developing economies,30004.0,933277705782.0,0.804,0.9713719999999999,MYS,31528033.0,5-50M,2.3,112.3,399,12.655404160481563
malaysia,2012,Asia,South-eastern Asia,Developing economies,30004.0,933277705782.0,0.804,0.9713719999999999,MYS,31528033.0,5-50M,2.3,112.3,798,25.310808320963126
malaysia,2013,Asia,South-eastern Asia,Developing economies,30004.0,933277705782.0,0.804,0.9713719999999999,MYS,31528033.0,5-50M,2.3,112.3,1038,32.923081500200155
malaysia,2014,Asia,South-eastern Asia,Developing economies,30004.0,933277705782.0,0.804,0.9713719999999999,MYS,31528033.0,5-50M,2.3,112.3,1362,43.19965029217015
malaysia,2015,Asia,South-eastern Asia,Developing economies,30004.0,933277705782.0,0.804,0.9713719999999999,MYS,31528033.0,5-50M,2.3,112.3,1617,51.28769054510949
malaysia,2016,Asia,South-eastern Asia,Developing economies,30004.0,933277705782.0,0.804,0.9713719999999999,MYS,31528033.0,5-50M,2.3,112.3,1956,62.04002641078179
malaysia,2017,Asia,South-eastern Asia,Developing economies,30004.0,933277705782.0,0.804,0.9713719999999999,MYS,31528033.0,5-50M,2.3,112.3,1929,61.18364567811763
malaysia,2018,Asia,South-eastern Asia,Developing economies,30004.0,933277705782.0,0.804,0.9713719999999999,MYS,31528033.0,5-50M,2.3,112.3,2418,76.69365228081308
maldives,2009,Asia,Southern Asia,Developing economies,14669.0,7281568559.0,0.7190000000000001,,MDV,515703.99999999994,100k-1M,3.15,73.0,2,3.878193692505779
maldives,2011,Asia,Southern Asia,Developing economies,14669.0,7281568559.0,0.7190000000000001,,MDV,515703.99999999994,100k-1M,3.15,73.0,4,7.756387385011558
maldives,2012,Asia,Southern Asia,Developing economies,14669.0,7281568559.0,0.7190000000000001,,MDV,515703.99999999994,100k-1M,3.15,73.0,9,17.451871616276005
maldives,2013,Asia,Southern Asia,Developing economies,14669.0,7281568559.0,0.7190000000000001,,MDV,515703.99999999994,100k-1M,3.15,73.0,1,1.9390968462528895
maldives,2015,Asia,Southern Asia,Developing economies,14669.0,7281568559.0,0.7190000000000001,,MDV,515703.99999999994,100k-1M,3.15,73.0,3,5.817290538758669
maldives,2016,Asia,Southern Asia,Developing economies,14669.0,7281568559.0,0.7190000000000001,,MDV,515703.99999999994,100k-1M,3.15,73.0,9,17.451871616276005
maldives,2017,Asia,Southern Asia,Developing economies,14669.0,7281568559.0,0.7190000000000001,,MDV,515703.99999999994,100k-1M,3.15,73.0,5,9.695484231264448
maldives,2018,Asia,Southern Asia,Developing economies,14669.0,7281568559.0,0.7190000000000001,,MDV,515703.99999999994,100k-1M,3.15,73.0,4,7.756387385011558
mali,2015,Africa,Western Africa,Developing economies,2222.0,41130057354.0,0.4270000000000001,-0.7677970000000001,MLI,19077755.0,5-50M,17.0,-4.0,4,0.20966827595804644
mali,2017,Africa,Western Africa,Developing economies,2222.0,41130057354.0,0.4270000000000001,-0.7677970000000001,MLI,19077755.0,5-50M,17.0,-4.0,10,0.5241706898951161
mali,2018,Africa,Western Africa,Developing economies,2222.0,41130057354.0,0.4270000000000001,-0.7677970000000001,MLI,19077755.0,5-50M,17.0,-4.0,9,0.47175362090560446
malta,2009,Europe,Southern Europe,Developed economies,41549.0,19444751558.0,0.885,,MLT,439255.0,100k-1M,35.5,14.35,2,4.553163879750942
malta,2010,Europe,Southern Europe,Developed economies,41549.0,19444751558.0,0.885,,MLT,439255.0,100k-1M,35.5,14.35,23,52.36138461713583
malta,2011,Europe,Southern Europe,Developed economies,41549.0,19444751558.0,0.885,,MLT,439255.0,100k-1M,35.5,14.35,57,129.76517057290184
malta,2012,Europe,Southern Europe,Developed economies,41549.0,19444751558.0,0.885,,MLT,439255.0,100k-1M,35.5,14.35,91,207.16895652866785
malta,2013,Europe,Southern Europe,Developed economies,41549.0,19444751558.0,0.885,,MLT,439255.0,100k-1M,35.5,14.35,123,280.0195786046829
malta,2014,Europe,Southern Europe,Developed economies,41549.0,19444751558.0,0.885,,MLT,439255.0,100k-1M,35.5,14.35,113,257.25375920592825
malta,2015,Europe,Southern Europe,Developed economies,41549.0,19444751558.0,0.885,,MLT,439255.0,100k-1M,35.5,14.35,165,375.6360200794527
malta,2016,Europe,Southern Europe,Developed economies,41549.0,19444751558.0,0.885,,MLT,439255.0,100k-1M,35.5,14.35,103,234.48793980717352
malta,2017,Europe,Southern Europe,Developed economies,41549.0,19444751558.0,0.885,,MLT,439255.0,100k-1M,35.5,14.35,84,191.23288294953957
malta,2018,Europe,Southern Europe,Developed economies,41549.0,19444751558.0,0.885,,MLT,439255.0,100k-1M,35.5,14.35,79,179.8499732501622
martinique,2011,Europe,Western Europe,Developed economies,30056.0,11314000.0,,,MTQ,375672.0,100k-1M,14.4,-61.0,1,2.6618965480525563
martinique,2013,Europe,Western Europe,Developed economies,30056.0,11314000.0,,,MTQ,375672.0,100k-1M,14.4,-61.0,11,29.28086202857812
martinique,2014,Europe,Western Europe,Developed economies,30056.0,11314000.0,,,MTQ,375672.0,100k-1M,14.4,-61.0,33,87.84258608573437
martinique,2015,Europe,Western Europe,Developed economies,30056.0,11314000.0,,,MTQ,375672.0,100k-1M,14.4,-61.0,10,26.618965480525564
martinique,2016,Europe,Western Europe,Developed economies,30056.0,11314000.0,,,MTQ,375672.0,100k-1M,14.4,-61.0,2,5.3237930961051125
martinique,2017,Europe,Western Europe,Developed economies,30056.0,11314000.0,,,MTQ,375672.0,100k-1M,14.4,-61.0,2,5.3237930961051125
mauritania,2013,Africa,Western Africa,Developing economies,4067.0,17415817943.0,0.527,-0.9631139999999999,MRT,4403312.0,1-5M,20.0,-12.0,1,0.22710178156805605
mauritania,2015,Africa,Western Africa,Developing economies,4067.0,17415817943.0,0.527,-0.9631139999999999,MRT,4403312.0,1-5M,20.0,-12.0,1,0.22710178156805605
mauritius,2008,Africa,Eastern Africa,Developing economies,22355.0,28270664554.0,0.7959999999999999,-0.579654,MUS,1267184.0,1-5M,-20.17,57.33,3,2.3674541345219007
mauritius,2009,Africa,Eastern Africa,Developing economies,22355.0,28270664554.0,0.7959999999999999,-0.579654,MUS,1267184.0,1-5M,-20.17,57.33,10,7.891513781739668
mauritius,2010,Africa,Eastern Africa,Developing economies,22355.0,28270664554.0,0.7959999999999999,-0.579654,MUS,1267184.0,1-5M,-20.17,57.33,6,4.734908269043801
mauritius,2012,Africa,Eastern Africa,Developing economies,22355.0,28270664554.0,0.7959999999999999,-0.579654,MUS,1267184.0,1-5M,-20.17,57.33,6,4.734908269043801
mauritius,2013,Africa,Eastern Africa,Developing economies,22355.0,28270664554.0,0.7959999999999999,-0.579654,MUS,1267184.0,1-5M,-20.17,57.33,22,17.36133031982727
mauritius,2014,Africa,Eastern Africa,Developing economies,22355.0,28270664554.0,0.7959999999999999,-0.579654,MUS,1267184.0,1-5M,-20.17,57.33,9,7.102362403565701
mauritius,2015,Africa,Eastern Africa,Developing economies,22355.0,28270664554.0,0.7959999999999999,-0.579654,MUS,1267184.0,1-5M,-20.17,57.33,35,27.62029823608884
mauritius,2016,Africa,Eastern Africa,Developing economies,22355.0,28270664554.0,0.7959999999999999,-0.579654,MUS,1267184.0,1-5M,-20.17,57.33,32,25.25284410156694
mauritius,2017,Africa,Eastern Africa,Developing economies,22355.0,28270664554.0,0.7959999999999999,-0.579654,MUS,1267184.0,1-5M,-20.17,57.33,50,39.45756890869834
mauritius,2018,Africa,Eastern Africa,Developing economies,22355.0,28270664554.0,0.7959999999999999,-0.579654,MUS,1267184.0,1-5M,-20.17,57.33,18,14.204724807131402
mayotte,2016,Europe,Western Europe,Developed economies,13163.0,3216000.0,,,MYT,259526.0,100k-1M,-12.5,45.1,3,11.559535460801616
mayotte,2017,Europe,Western Europe,Developed economies,13163.0,3216000.0,,,MYT,259526.0,100k-1M,-12.5,45.1,1,3.8531784869338717
mayotte,2018,Europe,Western Europe,Developed economies,13163.0,3216000.0,,,MYT,259526.0,100k-1M,-12.5,45.1,1,3.8531784869338717
mexico,2007,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,5,0.039622545488306744
mexico,2008,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,136,1.0777332372819435
mexico,2009,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,380,3.0113134571113127
mexico,2010,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,803,6.3633808054220635
mexico,2011,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,1147,9.089411935017568
mexico,2012,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,2107,16.696940668772463
mexico,2013,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,3658,28.987854279245216
mexico,2014,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,4261,33.76633326513501
mexico,2015,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,3822,30.287473771261677
mexico,2016,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,4666,36.97575944968786
mexico,2017,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,4466,35.39085763015559
mexico,2018,Americas,Northern America,Developing economies,19432.0,2424699686101.0,0.767,1.09955,MEX,126190782.0,100-500M,23.0,-102.0,4635,36.730099667660355
moldova,2008,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,6,1.480768518861289
moldova,2009,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,12,2.961537037722578
moldova,2010,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,7,1.7275632720048373
moldova,2011,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,25,6.1698688285887044
moldova,2012,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,66,16.28845370747418
moldova,2013,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,86,21.22434877034514
moldova,2014,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,118,29.121780870938682
moldova,2015,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,56,13.820506176038698
moldova,2016,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,84,20.730759264058047
moldova,2017,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,138,34.05767593380965
moldova,2018,Europe,Eastern Europe,Transition economies,6859.0,24343552149.0,0.711,-0.464417,MDA,4051950.0,1-5M,47.0,29.0,144,35.53844445267094
monaco,2010,Europe,Western Europe,Developed economies,166726.0,6400946586.0,0.956,,MCO,38682.0,<100k,43.44,7.24,7,180.96272167933407
monaco,2011,Europe,Western Europe,Developed economies,166726.0,6400946586.0,0.956,,MCO,38682.0,<100k,43.44,7.24,7,180.96272167933407
monaco,2012,Europe,Western Europe,Developed economies,166726.0,6400946586.0,0.956,,MCO,38682.0,<100k,43.44,7.24,10,258.5181738276201
monaco,2013,Europe,Western Europe,Developed economies,166726.0,6400946586.0,0.956,,MCO,38682.0,<100k,43.44,7.24,7,180.96272167933407
monaco,2014,Europe,Western Europe,Developed economies,166726.0,6400946586.0,0.956,,MCO,38682.0,<100k,43.44,7.24,9,232.66635644485808
monaco,2015,Europe,Western Europe,Developed economies,166726.0,6400946586.0,0.956,,MCO,38682.0,<100k,43.44,7.24,41,1059.9245126932424
monaco,2016,Europe,Western Europe,Developed economies,166726.0,6400946586.0,0.956,,MCO,38682.0,<100k,43.44,7.24,15,387.7772607414301
monaco,2017,Europe,Western Europe,Developed economies,166726.0,6400946586.0,0.956,,MCO,38682.0,<100k,43.44,7.24,21,542.8881650380022
monaco,2018,Europe,Western Europe,Developed economies,166726.0,6400946586.0,0.956,,MCO,38682.0,<100k,43.44,7.24,24,620.4436171862882
mongolia,2008,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,2,0.6308722376470485
mongolia,2009,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,1,0.31543611882352424
mongolia,2010,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,35,11.040264158823348
mongolia,2011,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,31,9.77851968352925
mongolia,2012,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,38,11.98657251529392
mongolia,2013,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,37,11.671136396470397
mongolia,2014,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,38,11.98657251529392
mongolia,2015,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,34,10.724828039999823
mongolia,2016,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,77,24.288581149411364
mongolia,2017,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,52,16.40267817882326
mongolia,2018,Asia,Eastern Asia,Developing economies,12787.0,39816777184.0,0.735,-0.78801,MNG,3170214.0,1-5M,46.0,105.0,45,14.19462534705859
montenegro,2010,Europe,Southern Europe,Transition economies,19355.0,12046041760.0,0.816,,MNE,627803.0,100k-1M,42.3,19.18,3,4.778569073419528
montenegro,2012,Europe,Southern Europe,Transition economies,19355.0,12046041760.0,0.816,,MNE,627803.0,100k-1M,42.3,19.18,3,4.778569073419528
montenegro,2013,Europe,Southern Europe,Transition economies,19355.0,12046041760.0,0.816,,MNE,627803.0,100k-1M,42.3,19.18,18,28.671414440517168
montenegro,2014,Europe,Southern Europe,Transition economies,19355.0,12046041760.0,0.816,,MNE,627803.0,100k-1M,42.3,19.18,45,71.67853610129292
montenegro,2015,Europe,Southern Europe,Transition economies,19355.0,12046041760.0,0.816,,MNE,627803.0,100k-1M,42.3,19.18,12,19.114276293678113
montenegro,2016,Europe,Southern Europe,Transition economies,19355.0,12046041760.0,0.816,,MNE,627803.0,100k-1M,42.3,19.18,28,44.59997801858226
montenegro,2017,Europe,Southern Europe,Transition economies,19355.0,12046041760.0,0.816,,MNE,627803.0,100k-1M,42.3,19.18,29,46.192834376388774
montenegro,2018,Europe,Southern Europe,Transition economies,19355.0,12046041760.0,0.816,,MNE,627803.0,100k-1M,42.3,19.18,16,25.48570172490415
morocco,2007,Africa,Northern Africa,Developing economies,8261.0,298504421064.0,0.6759999999999999,-0.89235,MAR,36029089.0,5-50M,32.0,-5.0,1,0.02775535068344359
morocco,2010,Africa,Northern Africa,Developing economies,8261.0,298504421064.0,0.6759999999999999,-0.89235,MAR,36029089.0,5-50M,32.0,-5.0,7,0.19428745478410514
morocco,2011,Africa,Northern Africa,Developing economies,8261.0,298504421064.0,0.6759999999999999,-0.89235,MAR,36029089.0,5-50M,32.0,-5.0,7,0.19428745478410514
morocco,2012,Africa,Northern Africa,Developing economies,8261.0,298504421064.0,0.6759999999999999,-0.89235,MAR,36029089.0,5-50M,32.0,-5.0,81,2.248183405358931
morocco,2013,Africa,Northern Africa,Developing economies,8261.0,298504421064.0,0.6759999999999999,-0.89235,MAR,36029089.0,5-50M,32.0,-5.0,148,4.1077919011496515
morocco,2014,Africa,Northern Africa,Developing economies,8261.0,298504421064.0,0.6759999999999999,-0.89235,MAR,36029089.0,5-50M,32.0,-5.0,144,3.996770498415877
morocco,2015,Africa,Northern Africa,Developing economies,8261.0,298504421064.0,0.6759999999999999,-0.89235,MAR,36029089.0,5-50M,32.0,-5.0,119,3.3028867313297874
morocco,2016,Africa,Northern Africa,Developing economies,8261.0,298504421064.0,0.6759999999999999,-0.89235,MAR,36029089.0,5-50M,32.0,-5.0,154,4.274324005250313
morocco,2017,Africa,Northern Africa,Developing economies,8261.0,298504421064.0,0.6759999999999999,-0.89235,MAR,36029089.0,5-50M,32.0,-5.0,187,5.190250577803952
morocco,2018,Africa,Northern Africa,Developing economies,8261.0,298504421064.0,0.6759999999999999,-0.89235,MAR,36029089.0,5-50M,32.0,-5.0,213,5.911889695573485
mozambique,2010,Africa,Eastern Africa,Developing economies,1295.0,37093252342.0,0.446,-1.24908,MOZ,29496009.0,5-50M,-18.15,35.0,6,0.20341735046256598
mozambique,2011,Africa,Eastern Africa,Developing economies,1295.0,37093252342.0,0.446,-1.24908,MOZ,29496009.0,5-50M,-18.15,35.0,26,0.8814751853377859
mozambique,2012,Africa,Eastern Africa,Developing economies,1295.0,37093252342.0,0.446,-1.24908,MOZ,29496009.0,5-50M,-18.15,35.0,27,0.9153780770815468
mozambique,2013,Africa,Eastern Africa,Developing economies,1295.0,37093252342.0,0.446,-1.24908,MOZ,29496009.0,5-50M,-18.15,35.0,24,0.8136694018502639
mozambique,2014,Africa,Eastern Africa,Developing economies,1295.0,37093252342.0,0.446,-1.24908,MOZ,29496009.0,5-50M,-18.15,35.0,29,0.9831838605690688
mozambique,2015,Africa,Eastern Africa,Developing economies,1295.0,37093252342.0,0.446,-1.24908,MOZ,29496009.0,5-50M,-18.15,35.0,13,0.44073759266889295
mozambique,2016,Africa,Eastern Africa,Developing economies,1295.0,37093252342.0,0.446,-1.24908,MOZ,29496009.0,5-50M,-18.15,35.0,21,0.7119607266189809
mozambique,2017,Africa,Eastern Africa,Developing economies,1295.0,37093252342.0,0.446,-1.24908,MOZ,29496009.0,5-50M,-18.15,35.0,9,0.30512602569384895
mozambique,2018,Africa,Eastern Africa,Developing economies,1295.0,37093252342.0,0.446,-1.24908,MOZ,29496009.0,5-50M,-18.15,35.0,20,0.6780578348752199
myanmar (burma),2010,Asia,South-eastern Asia,Developing economies,6172.0,329498250575.0,0.584,-1.27821,MMR,53708318.0,50-100M,11.0,98.0,1,0.018619089877288653
myanmar (burma),2012,Asia,South-eastern Asia,Developing economies,6172.0,329498250575.0,0.584,-1.27821,MMR,53708318.0,50-100M,11.0,98.0,7,0.1303336291410206
myanmar (burma),2013,Asia,South-eastern Asia,Developing economies,6172.0,329498250575.0,0.584,-1.27821,MMR,53708318.0,50-100M,11.0,98.0,25,0.46547724693221637
myanmar (burma),2014,Asia,South-eastern Asia,Developing economies,6172.0,329498250575.0,0.584,-1.27821,MMR,53708318.0,50-100M,11.0,98.0,26,0.484096336809505
myanmar (burma),2015,Asia,South-eastern Asia,Developing economies,6172.0,329498250575.0,0.584,-1.27821,MMR,53708318.0,50-100M,11.0,98.0,22,0.4096199773003504
myanmar (burma),2016,Asia,South-eastern Asia,Developing economies,6172.0,329498250575.0,0.584,-1.27821,MMR,53708318.0,50-100M,11.0,98.0,21,0.3910008874230617
myanmar (burma),2017,Asia,South-eastern Asia,Developing economies,6172.0,329498250575.0,0.584,-1.27821,MMR,53708318.0,50-100M,11.0,98.0,8,0.14895271901830923
myanmar (burma),2018,Asia,South-eastern Asia,Developing economies,6172.0,329498250575.0,0.584,-1.27821,MMR,53708318.0,50-100M,11.0,98.0,12,0.22342907852746385
namibia,2009,Africa,Southern Africa,Developing economies,11104.0,26679511307.0,0.645,-0.381863,NAM,2448300.0,1-5M,-22.0,17.0,2,0.8168933545725605
namibia,2012,Africa,Southern Africa,Developing economies,11104.0,26679511307.0,0.645,-0.381863,NAM,2448300.0,1-5M,-22.0,17.0,2,0.8168933545725605
namibia,2014,Africa,Southern Africa,Developing economies,11104.0,26679511307.0,0.645,-0.381863,NAM,2448300.0,1-5M,-22.0,17.0,2,0.8168933545725605
namibia,2015,Africa,Southern Africa,Developing economies,11104.0,26679511307.0,0.645,-0.381863,NAM,2448300.0,1-5M,-22.0,17.0,7,2.859126741003962
namibia,2016,Africa,Southern Africa,Developing economies,11104.0,26679511307.0,0.645,-0.381863,NAM,2448300.0,1-5M,-22.0,17.0,8,3.267573418290242
namibia,2017,Africa,Southern Africa,Developing economies,11104.0,26679511307.0,0.645,-0.381863,NAM,2448300.0,1-5M,-22.0,17.0,12,4.901360127435363
namibia,2018,Africa,Southern Africa,Developing economies,11104.0,26679511307.0,0.645,-0.381863,NAM,2448300.0,1-5M,-22.0,17.0,27,11.028060286729568
nepal,2008,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,2,0.07118523993981715
nepal,2009,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,1,0.035592619969908576
nepal,2010,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,2,0.07118523993981715
nepal,2011,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,24,0.8542228792778058
nepal,2012,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,44,1.5660752786759773
nepal,2013,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,60,2.1355571981945145
nepal,2014,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,48,1.7084457585556116
nepal,2015,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,74,2.6338538777732348
nepal,2016,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,53,1.8864088584051546
nepal,2017,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,71,2.527076017863509
nepal,2018,Asia,Southern Asia,Developing economies,2867.0,79194311734.0,0.579,,NPL,28095712.0,5-50M,28.0,84.0,128,4.555855356148298
netherlands,2007,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,56,3.2826169021944294
netherlands,2008,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,373,21.86457329497361
netherlands,2009,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,903,52.932197547885174
netherlands,2010,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,1775,104.04723216776986
netherlands,2011,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,2558,149.94525063952412
netherlands,2012,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,3899,228.55220181528713
netherlands,2013,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,4704,275.73981978433204
netherlands,2014,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,5714,334.9441603417673
netherlands,2015,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,6162,361.20509555932273
netherlands,2016,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,7569,443.6808452269578
netherlands,2017,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,9068,531.5494655196266
netherlands,2018,Europe,Western Europe,Developed economies,54503.0,933708429416.0,0.934,1.30343,NLD,17059560.0,5-50M,52.3,5.45,11197,656.3475259619826
new caledonia,2009,Oceania,Oceania,Developing economies,,,,,NCL,279986.0,100k-1M,-21.3,165.3,3,10.714821455358482
new caledonia,2010,Oceania,Oceania,Developing economies,,,,,NCL,279986.0,100k-1M,-21.3,165.3,2,7.1432143035723215
new caledonia,2011,Oceania,Oceania,Developing economies,,,,,NCL,279986.0,100k-1M,-21.3,165.3,3,10.714821455358482
new caledonia,2012,Oceania,Oceania,Developing economies,,,,,NCL,279986.0,100k-1M,-21.3,165.3,10,35.71607151786161
new caledonia,2013,Oceania,Oceania,Developing economies,,,,,NCL,279986.0,100k-1M,-21.3,165.3,5,17.858035758930804
new caledonia,2014,Oceania,Oceania,Developing economies,,,,,NCL,279986.0,100k-1M,-21.3,165.3,5,17.858035758930804
new caledonia,2015,Oceania,Oceania,Developing economies,,,,,NCL,279986.0,100k-1M,-21.3,165.3,7,25.001250062503125
new caledonia,2016,Oceania,Oceania,Developing economies,,,,,NCL,279986.0,100k-1M,-21.3,165.3,3,10.714821455358482
new caledonia,2017,Oceania,Oceania,Developing economies,,,,,NCL,279986.0,100k-1M,-21.3,165.3,8,28.572857214289286
new caledonia,2018,Oceania,Oceania,Developing economies,,,,,NCL,279986.0,100k-1M,-21.3,165.3,11,39.28767866964777
new zealand,2007,Oceania,Oceania,Developed economies,40439.0,193858465262.0,0.9209999999999999,0.483484,NZL,4743131.0,1-5M,-41.0,174.0,2,0.4216623997945661
new zealand,2008,Oceania,Oceania,Developed economies,40439.0,193858465262.0,0.9209999999999999,0.483484,NZL,4743131.0,1-5M,-41.0,174.0,10,2.1083119989728303
new zealand,2009,Oceania,Oceania,Developed economies,40439.0,193858465262.0,0.9209999999999999,0.483484,NZL,4743131.0,1-5M,-41.0,174.0,77,16.234002392090794
new zealand,2010,Oceania,Oceania,Developed economies,40439.0,193858465262.0,0.9209999999999999,0.483484,NZL,4743131.0,1-5M,-41.0,174.0,139,29.305536785722342
new zealand,2011,Oceania,Oceania,Developed economies,40439.0,193858465262.0,0.9209999999999999,0.483484,NZL,4743131.0,1-5M,-41.0,174.0,317,66.83349036743873
new zealand,2012,Oceania,Oceania,Developed economies,40439.0,193858465262.0,0.9209999999999999,0.483484,NZL,4743131.0,1-5M,-41.0,174.0,621,130.92617513621278
